,Geography,Gender,Balance,CreditScore,Age,NumOfProducts,EstimatedSalary,Exited
4677,Spain,Female,103210.27,6.527957918,3.737669618,0,31002.03,0
4678,Germany,Female,104478.12,6.559615237,3.871201011,0.693147181,158248.71,1
4679,Spain,Male,125921.37,6.363028104,4.094344562,0,94677.83,0
4680,Spain,Female,0,6.65544035,3.555348061,0.693147181,17257.72,0
4681,Germany,Male,80697.44,6.516193076,3.871201011,0,101397.86,0
4682,France,Female,161887.81,6.562444094,3.784189634,0.693147181,84870.23,0
4683,France,Male,109558.36,6.695798917,3.218875825,0,183515.13,0
4684,France,Male,124271.26,6.376726948,3.63758616,0,75969.19,0
4685,France,Male,0,6.434546519,3.761200116,0.693147181,146379.3,0
4686,Spain,Male,190569.23,6.285998095,3.737669618,0,127154.8,0
4687,Spain,Male,143923.96,6.284134161,3.970291914,0,2019.78,1
4688,France,Male,96542.16,6.64509097,3.871201011,0.693147181,197885.72,0
4689,France,Male,0,6.536691598,3.496507561,0.693147181,138017.68,0
4690,Spain,Male,139825.56,6.647688374,3.80666249,0,170984.97,1
4691,Germany,Male,111769.14,6.208590026,3.218875825,0.693147181,55859.27,0
4692,Spain,Male,0,6.432940093,3.610917913,0.693147181,4459.5,0
4693,Spain,Male,113672.18,6.400257445,3.401197382,0.693147181,102135.92,0
4694,France,Female,147256.86,6.29710932,3.465735903,0,112771.95,0
4695,Spain,Male,107023.03,6.253828812,3.80666249,0,32903.93,0
4696,France,Male,125529.55,6.50578406,3.610917913,0,162260.93,0
4697,Spain,Female,0,6.447305863,3.713572067,0,87959.83,0
4698,Germany,Male,131834.8,6.285998095,3.871201011,0,166476.95,1
4699,France,Male,0,6.595780514,4.094344562,0.693147181,25438.87,0
4700,Spain,Male,99529.7,6.69950034,4.025351691,0,157230.06,1
4701,Spain,Male,0,6.69950034,3.555348061,0.693147181,197305.91,0
4702,France,Male,107303.72,6.480044562,3.295836866,0.693147181,44435.76,0
4703,France,Male,72783.42,6.492239835,3.496507561,0,181051.99,0
4704,Spain,Female,0,6.539585956,3.784189634,0,159069.37,0
4705,France,Female,0,6.376726948,3.555348061,0.693147181,155485.24,0
4706,Germany,Female,115743.6,6.278521424,3.218875825,0,43852.05,0
4707,France,Male,161256.53,6.69950034,3.761200116,0,140071.57,0
4708,France,Male,0,6.23636959,3.295836866,0.693147181,49089.36,0
4709,Spain,Male,0,6.272877007,3.784189634,0.693147181,55893.37,0
4710,France,Male,0,6.317164687,3.433987204,0.693147181,192660.55,0
4711,Germany,Female,162261.01,6.371611847,3.688879454,0.693147181,137028.51,0
4712,France,Male,74896.33,6.625392368,3.663561646,0,34430.16,0
4713,France,Male,0,6.192362489,3.988984047,0,108409.17,1
4714,Germany,Male,144037.6,6.69950034,3.555348061,0,145325.32,0
4715,France,Female,93522.2,6.340359304,3.218875825,0,81425.61,0
4716,Spain,Male,0,6.684611728,3.63758616,0.693147181,51553.43,0
4717,France,Male,0,6.470799504,3.218875825,0.693147181,52795.15,0
4718,Germany,Male,106922.92,6.440946541,3.63758616,0.693147181,84270.09,0
4719,France,Male,112972.57,6.224558429,3.258096538,0,145011.62,0
4720,Germany,Female,123042,6.338594078,3.555348061,0,66245.44,1
4721,Germany,Female,100488.92,6.428105273,3.496507561,0.693147181,36446.74,0
4722,France,Female,123322.15,6.629363253,3.784189634,0,137136.29,0
4723,France,Male,0,6.473890696,3.465735903,0,117323.31,0
4724,Spain,Male,68683.68,6.431331082,3.737669618,0,74157.71,0
4725,Germany,Male,59532.18,6.29710932,3.891820298,0,104253.56,0
4726,France,Female,140260.36,6.489204931,3.761200116,0.693147181,2748.72,0
4727,Germany,Male,88302.65,6.450470422,3.912023005,0,195937.16,0
4728,France,Female,0,6.473890696,3.218875825,0.693147181,22101.86,0
4729,Germany,Male,114655.58,6.216606101,3.688879454,0,126535.92,0
4730,France,Female,148283.94,6.52649486,3.737669618,0,44692.63,1
4731,Spain,Female,0,6.428105273,3.63758616,0,112442.63,1
4732,France,Female,0,6.558197803,3.555348061,0.693147181,66331.01,0
4733,Germany,Female,123916.67,6.458338283,3.970291914,0,16657.68,1
4734,France,Female,0,6.56526497,3.433987204,0.693147181,20081.3,0
4735,France,Female,0,6.380122537,3.988984047,0.693147181,93820.49,1
4736,France,Male,165896,6.586171655,3.761200116,0.693147181,130795.52,0
4737,France,Female,0,6.458338283,3.465735903,0.693147181,160129.99,0
4738,France,Male,111168.97,6.673297968,3.583518938,0,189969.91,0
4739,France,Female,103549.24,6.553933404,3.688879454,0,9712.52,1
4740,France,Female,0,6.408528791,3.465735903,0.693147181,196062.01,0
4741,France,Male,103804.97,6.282266747,3.401197382,0,125710.53,0
4742,France,Male,165901.59,6.478509642,3.80666249,0.693147181,23054.51,1
4743,Germany,Male,119152.1,6.226536669,4.077537444,0.693147181,170679.74,0
4744,Spain,Female,122950.31,6.23636959,4.043051268,0,181258.76,0
4745,France,Female,0,6.629363253,3.931825633,0,22835.13,1
4746,Germany,Male,133384.66,6.643789733,3.891820298,0,102397.22,1
4747,France,Male,0,6.629363253,3.465735903,0.693147181,115950.96,0
4748,Spain,Male,0,6.49677499,4.094344562,0.693147181,15876.52,0
4749,Germany,Female,158411.95,6.285998095,3.610917913,0.693147181,117690.58,1
4750,Germany,Male,122028.65,6.345636361,3.36729583,0.693147181,173792.77,0
4751,France,Female,0,6.69950034,3.555348061,0,80992.8,0
4752,Germany,Female,128751.65,6.49375384,4.094344562,0.693147181,189398.18,1
4753,France,Male,133436.52,6.490723535,3.988984047,0,56787.8,0
4754,Spain,Male,123177.01,6.192362489,3.688879454,0,148309.98,0
4755,France,Female,0,6.562444094,4.077537444,0,179673.11,1
4756,France,Female,120328.88,6.579251212,3.610917913,0.693147181,138470.21,0
4757,France,Female,130147.98,6.665683718,3.663561646,0,163798.41,1
4758,Spain,Female,92716.96,6.610696045,3.583518938,0,33693.78,0
4759,Spain,Female,0,6.200509174,3.871201011,0.693147181,48545.1,0
4760,Spain,Male,0,6.32256524,3.526360525,0,123427.98,0
4761,France,Male,76914.21,6.69950034,3.688879454,0,174183.44,0
4762,France,Female,106045.92,6.683360946,3.465735903,0.693147181,17938,0
4763,France,Male,103133.26,6.628041376,3.526360525,0,90059.04,0
4764,France,Male,145974.79,6.622736324,3.63758616,0.693147181,137694.23,0
4765,Spain,Female,0,6.54534966,3.583518938,0.693147181,65039.9,0
4766,Spain,Female,0,6.445719819,3.891820298,0.693147181,162858.29,0
4767,Spain,Female,0,6.490723535,3.63758616,0.693147181,35701.06,0
4768,Spain,Male,0,6.529418838,3.663561646,0.693147181,18826.06,0
4769,Spain,Female,0,6.395261598,3.433987204,0,130086.47,1
4770,Spain,Female,139183.06,6.326149473,3.433987204,0,143360.56,0
4771,Spain,Male,0,6.421622268,3.218875825,0.693147181,159920.92,0
4772,Germany,Female,74974.89,6.363028104,3.583518938,0,12099.67,0
4773,Spain,Male,61691.45,6.192362489,3.784189634,0,53087.98,0
4774,Germany,Female,121952.75,6.470799504,3.555348061,0.693147181,142839.82,0
4775,France,Female,0,6.698268054,3.555348061,0,178.19,0
4776,Spain,Male,0,6.265301213,3.555348061,0.693147181,105618.14,0
4777,Spain,Male,0,6.642486801,3.610917913,0.693147181,24734.25,0
4778,France,Female,80107.83,6.306275287,3.496507561,0.693147181,82245.67,0
4779,Spain,Female,0,6.602587892,3.80666249,0.693147181,177695.67,0
4780,Germany,Male,147856.82,6.418364936,3.688879454,0.693147181,107961.11,1
4781,Spain,Male,0,6.56667243,3.583518938,0.693147181,55207.41,0
4782,Spain,Female,65407.16,6.69950034,3.970291914,0.693147181,182633.63,1
4783,France,Female,114233.18,6.622736324,3.970291914,0,51587.04,0
4784,France,Female,0,6.56526497,3.610917913,0.693147181,115403.31,0
4785,Spain,Female,187602.18,6.498282149,3.970291914,0,186392.99,1
4786,France,Female,156834.34,6.234410726,3.218875825,0,44374.44,0
4787,France,Female,0,6.357842267,3.526360525,0.693147181,84033.35,0
4788,France,Male,157498.9,6.270988432,3.737669618,0,82276.62,0
4789,Spain,Female,0,6.629363253,3.784189634,0.693147181,177528.92,0
4790,France,Male,0,6.538139824,3.713572067,0,56850.92,1
4791,Spain,Male,0,6.431331082,3.526360525,0,47972.65,0
4792,Spain,Male,0,6.563855527,3.555348061,0.693147181,104982.39,0
4793,Spain,Male,130274.22,6.628041376,3.218875825,0,133535.29,0
4794,France,Female,0,6.66949809,3.713572067,0,25571.37,0
4795,France,Female,149379.66,6.558197803,3.663561646,0.693147181,96075.55,0
4796,France,Male,0,6.192362489,3.36729583,0,81634.45,0
4797,Spain,Male,100829.94,6.577861358,3.555348061,0,165008.97,0
4798,Germany,Female,96408.98,6.675823222,3.465735903,0,138191.81,0
4799,France,Male,0,6.385194399,3.713572067,0.693147181,99136.49,0
4800,France,Male,0,6.311734809,3.951243719,0,63584.55,1
4801,France,Male,0,6.536691598,3.663561646,0.693147181,160532.88,0
4802,France,Male,149105.08,6.69950034,4.094344562,0,162683.06,0
4803,Spain,Male,0,6.238324625,3.663561646,0,134878.19,0
4804,Spain,Male,0,6.687108608,3.713572067,0.693147181,134626.3,0
4805,Spain,Female,0,6.192362489,3.526360525,0.693147181,175480.93,0
4806,Germany,Male,90218.11,6.478509642,3.713572067,0,174337.68,0
4807,France,Female,87347.7,6.546785411,3.496507561,0,172524.51,0
4808,France,Male,0,6.415096959,3.33220451,0.693147181,25395.83,0
4809,France,Female,137811.75,6.466144724,3.496507561,0,184856.89,0
4810,France,Male,105563,6.69950034,3.610917913,0,182624.93,0
4811,France,Male,0,6.448889394,3.63758616,0.693147181,192505.62,0
4812,Spain,Female,0,6.354370041,3.258096538,0.693147181,112507.63,0
4813,France,Male,91125.75,6.510258341,3.433987204,0,177295.92,0
4814,Spain,Male,0,6.248042875,3.663561646,0.693147181,12465.51,0
4815,Spain,Male,0,6.431331082,3.663561646,0.693147181,36122.96,0
4816,Germany,Female,135120.56,6.652863029,4.094344562,0,37836.64,0
4817,France,Male,0,6.396929655,3.36729583,0.693147181,34747.43,0
4818,France,Male,0,6.461468176,3.33220451,0.693147181,131097.9,0
4819,France,Female,86837.95,6.622736324,3.583518938,0,105280.55,0
4820,France,Male,100446.57,6.418364936,3.258096538,0,149653.81,0
4821,France,Female,0,6.192362489,3.465735903,0.693147181,139390.99,0
4822,France,Female,0,6.23636959,3.496507561,0.693147181,132436.71,0
4823,France,Female,0,6.613384218,3.465735903,0.693147181,179705.13,1
4824,Spain,Female,114512.59,6.666956792,3.465735903,0,15796.66,0
4825,France,Male,136364.46,6.588926478,3.555348061,0,142754.71,0
4826,France,Male,106260.67,6.432940093,3.433987204,0,2578.43,0
4827,France,Male,146126.75,6.677083461,3.218875825,0,88992.05,0
4828,Spain,Male,111284.53,6.455198563,3.951243719,0,32936.44,1
4829,Spain,Female,121056.63,6.608000625,3.737669618,0.693147181,39122.58,0
4830,France,Male,128270.56,6.532334292,3.526360525,0,191092.62,0
4831,Spain,Male,0,6.492239835,3.401197382,0.693147181,129149.06,0
4832,France,Male,0,6.492239835,3.555348061,0.693147181,13218.6,0
4833,France,Female,0,6.424869024,4.094344562,0,160589.18,0
4834,France,Male,191775.65,6.635946556,3.465735903,0,179657.83,0
4835,Spain,Female,0,6.622736324,3.555348061,0,44335.54,1
4836,Spain,Male,85141.79,6.329720906,3.526360525,0.693147181,29217.37,0
4837,France,Male,126392.18,6.411818268,3.258096538,0,43651.49,0
4838,France,Male,0,6.688354714,3.33220451,0.693147181,159654,0
4839,France,Female,129860.37,6.320768294,3.688879454,0,17992.94,0
4840,France,Female,127642.44,6.274762021,3.970291914,0,141501.45,1
4841,France,Female,0,6.192362489,3.555348061,0.693147181,93825.78,0
4842,Germany,Female,125584.17,6.37502482,3.784189634,0.693147181,41852.24,1
4843,Spain,Male,50911.21,6.52649486,4.025351691,0.693147181,97629.31,1
4844,France,Male,91955.61,6.483107351,3.36729583,0,37065.66,0
4845,Germany,Female,84266.44,6.507277712,3.583518938,0.693147181,38614.69,0
4846,France,Female,147149.59,6.484635236,3.583518938,0,87816.86,0
4847,France,Female,0,6.622736324,3.583518938,0.693147181,184866.86,0
4848,France,Female,104822.45,6.280395839,3.218875825,0,160176.47,0
4849,France,Male,146766.72,6.453624999,3.737669618,0.693147181,164357.1,0
4850,Germany,Male,148745.92,6.196444128,4.094344562,0.693147181,17818.33,0
4851,France,Male,0,6.246106765,3.295836866,0,142680.64,1
4852,France,Female,0,6.272877007,3.871201011,0,85081.09,0
4853,Spain,Male,0,6.532334292,3.555348061,0.693147181,176450.19,0
4854,France,Female,135203.81,6.527957918,3.713572067,0.693147181,121967.88,0
4855,Germany,Male,93301.97,6.559615237,3.218875825,0.693147181,127187.04,0
4856,Germany,Male,96341,6.194405391,3.496507561,0.693147181,108313.34,0
4857,France,Male,165326.2,6.679599186,3.784189634,0,57205.55,0
4858,France,Male,0,6.69950034,3.295836866,0.693147181,157891.86,0
4859,France,Female,99786.2,6.658011046,3.713572067,0,86927.53,0
4860,Spain,Female,114440.24,6.677083461,3.218875825,0,107753.07,0
4861,Spain,Male,141573.55,6.617402978,3.583518938,0,82158.14,0
4862,Spain,Female,0,6.49677499,3.218875825,0,29135.89,1
4863,Spain,Female,133676.65,6.469250317,4.007333185,0,17095.49,0
4864,France,Female,147493.7,6.192362489,3.496507561,0.693147181,100447.53,0
4865,France,Male,0,6.602587892,3.988984047,0,83470.4,1
4866,France,Female,0,6.380122537,3.36729583,0.693147181,121846.81,0
4867,Germany,Female,95022.57,6.257667588,3.610917913,0,129107.59,0
4868,France,Female,0,6.473890696,3.526360525,0,54726.43,0
4869,France,Male,0,6.625392368,3.610917913,0,116141.72,0
4870,France,Male,149713.61,6.50578406,3.912023005,0.693147181,124872.42,1
4871,Germany,Female,107963.38,6.473890696,3.761200116,0,186438.86,1
4872,France,Male,0,6.637258031,3.688879454,0.693147181,134281.11,0
4873,Spain,Male,0,6.672032945,3.465735903,0,91044.47,0
4874,France,Male,0,6.364750757,3.610917913,0.693147181,74320.75,0
4875,France,Male,0,6.555356892,3.761200116,0.693147181,9704.66,0
4876,France,Female,102017.25,6.34738921,3.496507561,0.693147181,128600.49,0
4877,Spain,Female,0,6.487684018,3.295836866,0.693147181,6468.24,0
4878,France,Male,0,6.602587892,3.784189634,0.693147181,57898.58,0
4879,Spain,Male,96674.55,6.675823222,3.36729583,0.693147181,192120.66,0
4880,Spain,Female,81811.71,6.663132696,3.784189634,0,164213.53,1
4881,Spain,Male,79281.61,6.621405652,3.496507561,0,117547.76,0
4882,France,Male,0,6.361302478,3.433987204,0.693147181,26149.25,0
4883,Germany,Female,122314.39,6.484635236,3.583518938,0,9181.66,0
4884,Germany,Male,140733.74,6.419994928,3.761200116,0,166588.76,0
4885,Germany,Male,116933.11,6.519147288,3.891820298,0,195053.58,1
4886,Spain,Male,165445.04,6.33150185,3.713572067,0.693147181,85787.31,0
4887,Germany,Female,123805.03,6.56667243,3.970291914,0,102428.51,0
4888,France,Male,107548.94,6.429719478,3.610917913,0,71175.94,0
4889,France,Male,111634.29,6.192362489,3.891820298,0.693147181,166440.32,0
4890,Germany,Female,109153.96,6.538139824,3.713572067,0.693147181,148848.76,1
4891,Spain,Female,0,6.313548046,3.526360525,0.693147181,140286.69,0
4892,Germany,Male,86055.17,6.639875834,3.526360525,0.693147181,104220.5,0
4893,Germany,Female,98438.23,6.561030666,3.931825633,0,70778.63,1
4894,Spain,Male,0,6.638567789,3.36729583,0.693147181,65868.28,0
4895,France,Female,144705.87,6.371611847,3.465735903,0.693147181,171482.56,0
4896,France,Male,0,6.66440902,3.433987204,0.693147181,143204.41,0
4897,France,Male,91612.91,6.405228458,3.713572067,0,28427.84,0
4898,Spain,Male,0,6.549650742,3.688879454,0,78387.32,0
4899,France,Female,0,6.298949247,3.688879454,0,161076.92,0
4900,France,Female,192122.84,6.688354714,3.465735903,0,54277.45,1
4901,France,Male,179904,6.599870499,3.713572067,0,137180.95,0
4902,France,Male,178058.06,6.51174533,4.077537444,0.693147181,21063.71,1
4903,France,Male,176166.56,6.480044562,3.401197382,0.693147181,152210.81,0
4904,France,Male,156864.2,6.542471961,3.737669618,0.693147181,88890.75,0
4905,France,Female,0,6.608000625,3.784189634,0.693147181,190534.76,0
4906,Spain,Male,0,6.380122537,3.401197382,0.693147181,83090.35,0
4907,Spain,Female,0,6.695798917,3.496507561,0.693147181,141426.78,0
4908,France,Male,161588.89,6.259581464,3.526360525,0,51358.66,0
4909,France,Male,109349.29,6.29156914,3.871201011,0,88703.04,1
4910,Spain,Female,0,6.390240667,3.36729583,0.693147181,116696.77,0
4911,France,Female,0,6.391917113,3.583518938,0.693147181,7156.09,0
4912,Spain,Male,0,6.192362489,3.610917913,0,49161.12,1
4913,France,Male,152335.7,6.617402978,4.094344562,0,126743.33,1
4914,France,Female,124662.54,6.33150185,3.931825633,0,65390.46,1
4915,Germany,Female,91522.04,6.598509029,3.850147602,0.693147181,138835.91,0
4916,France,Male,0,6.56526497,3.80666249,0.693147181,36154.66,0
4917,Spain,Female,62052.28,6.289715571,3.663561646,0,59755.14,0
4918,France,Male,107871.72,6.295266001,3.465735903,0,125302.64,0
4919,France,Female,99472.76,6.575075841,3.583518938,0.693147181,94274.72,1
4920,Spain,Female,128039.01,6.525029658,3.912023005,0,102260.16,0
4921,France,Male,0,6.244166901,3.496507561,0.693147181,136028.97,0
4922,Spain,Female,114634.63,6.265301213,3.496507561,0.693147181,110114.38,1
4923,France,Male,56738.47,6.553933404,3.258096538,0.693147181,100442.22,1
4924,Germany,Male,90355.12,6.478509642,3.526360525,0.693147181,193597.94,0
4925,Germany,Male,115725.24,6.674561392,3.583518938,0.693147181,1871.25,0
4926,Germany,Male,114327.59,6.69950034,4.060443011,0.693147181,42831.11,0
4927,Germany,Female,100762.64,6.513230111,3.583518938,0,182156.86,0
4928,France,Female,0,6.463029457,3.688879454,0,151648.66,1
4929,Spain,Male,89039.9,6.240275845,3.663561646,0.693147181,146738.83,0
4930,France,Male,78829.53,6.329720906,3.526360525,0,12148.2,0
4931,Germany,Male,112372.96,6.440946541,3.401197382,0,118029.09,0
4932,Germany,Male,122029.15,6.525029658,4.094344562,0,50783.88,0
4933,France,Female,157829.12,6.52649486,3.36729583,0,129891.66,0
4934,Germany,Female,108377.75,6.192362489,3.433987204,0.693147181,9904.63,0
4935,France,Female,95507.12,6.507277712,3.988984047,0,63213.31,0
4936,Germany,Male,127146.68,6.224558429,3.761200116,0,137565.87,0
4937,Germany,Male,133811.78,6.363028104,3.218875825,0,17185.95,1
4938,France,Male,121092.47,6.357842267,3.583518938,0.693147181,143783.46,0
4939,Germany,Male,126979.75,6.650279049,3.526360525,0,36823.28,0
4940,France,Male,144235.73,6.423246964,3.610917913,0.693147181,154957.66,1
4941,France,Female,152582.2,6.637258031,3.63758616,0.693147181,31892.82,0
4942,Spain,Male,172478.15,6.461468176,3.761200116,0,191084.4,1
4943,France,Male,126477.42,6.383506635,3.583518938,0,179718.17,0
4944,Spain,Male,97473.87,6.269096284,3.761200116,0.693147181,159823.16,0
4945,France,Male,138053.67,6.445719819,3.970291914,0,114110.97,0
4946,France,Female,164003.05,6.270988432,3.433987204,0.693147181,60993.23,0
4947,France,Female,0,6.302618976,3.850147602,0,66408.01,1
4948,France,Female,0,6.624065228,4.094344562,0.693147181,136398.9,0
4949,Spain,Female,122486.11,6.64898455,3.663561646,0.693147181,140709.25,0
4950,France,Male,0,6.340359304,3.583518938,0.693147181,8555.73,0
4951,Germany,Female,53667.44,6.442540166,3.80666249,0,115022.94,0
4952,France,Male,0,6.489204931,3.218875825,0.693147181,187638.34,0
